Fact,Category
The word “alphabet” symbolizes learning.,Languages & Communication - Language & Linguistics
"Some tribes have no words for “left” and “right,” only cardinal directions.",Languages & Communication - Language & Linguistics
The word “pajamas” comes from Hindi and Persian.,Languages & Communication - Language & Linguistics
Ancient India developed linguistic studies (Panini’s grammar).,Languages & Communication - Language & Linguistics
The word “alphabet” appears in modern linguistics.,Languages & Communication - Language & Linguistics
The word “cookie” comes from Dutch koekje.,Languages & Communication - Language & Linguistics
Many words trace back to Proto-Indo-European.,Languages & Communication - Language & Linguistics
The word “alphabet” links ancient and modern worlds.,Languages & Communication - Language & Linguistics
The word “tsunami” reflects Japanese influence.,Languages & Communication - Language & Linguistics
The word “chocolate” spread through trade.,Languages & Communication - Language & Linguistics
The word “alphabet” reminds us of early Greek origins.,Languages & Communication - Language & Linguistics
The word “yoga” comes from Sanskrit.,Languages & Communication - Language & Linguistics
Linguists analyze how children acquire language.,Languages & Communication - Language & Linguistics
The word “alphabet” shaped education.,Languages & Communication - Language & Linguistics
The word “tomato” comes from Nahuatl tomatl.,Languages & Communication - Language & Linguistics
Ancient civilizations developed unique scripts.,Languages & Communication - Language & Linguistics
The word “alphabet” continues in scientific contexts.,Languages & Communication - Language & Linguistics
The word “almanac” comes from Arabic.,Languages & Communication - Language & Linguistics
The word “alphabet” influenced literacy movements.,Languages & Communication - Language & Linguistics
The word “avocado” comes from Nahuatl ahuacatl.,Languages & Communication - Language & Linguistics
"Languages mix through contact, forming creoles.",Languages & Communication - Language & Linguistics
The word “alphabet” is a foundation of education.,Languages & Communication - Language & Linguistics
The word “banana” comes from West African languages.,Languages & Communication - Language & Linguistics
"Every two weeks, a language dies out.",Languages & Communication - Language & Linguistics
"A: Hello! B: Hi, how are you?|A: ¡Hola! B: ¡Hola! ¿Cómo estás?",Languages & Communication - Spanish Conversation
A: Good morning. B: Good morning!|A: Buenos días. B: ¡Buenos días!,Languages & Communication - Spanish Conversation
A: What’s your name? B: My name is Anna.|A: ¿Cómo te llamas? B: Me llamo Anna.,Languages & Communication - Spanish Conversation
A: Where are you from? B: I’m from Mexico.|A: ¿De dónde eres? B: Soy de México.,Languages & Communication - Spanish Conversation
A: Do you speak English? B: A little.|A: ¿Hablas inglés? B: Un poco.,Languages & Communication - Spanish Conversation
A: Nice to meet you. B: Nice to meet you too.|A: Mucho gusto. B: El gusto es mío.,Languages & Communication - Spanish Conversation
A: How old are you? B: I’m 25.|A: ¿Cuántos años tienes? B: Tengo 25 años.,Languages & Communication - Spanish Conversation
"A: Are you a student? B: Yes, I study medicine.|A: ¿Eres estudiante? B: Sí, estudio medicina.",Languages & Communication - Spanish Conversation
A: What do you do? B: I’m a teacher.|A: ¿A qué te dedicas? B: Soy profesor.,Languages & Communication - Spanish Conversation
"A: Do you like sports? B: Yes, I like soccer.|A: ¿Te gustan los deportes? B: Sí, me gusta el fútbol.",Languages & Communication - Spanish Conversation
A: Where do you live? B: I live in Madrid.|A: ¿Dónde vives? B: Vivo en Madrid.,Languages & Communication - Spanish Conversation
"A: Do you have brothers or sisters? B: Yes, two brothers.|A: ¿Tienes hermanos? B: Sí, dos hermanos.",Languages & Communication - Spanish Conversation
"A: Are you hungry? B: Yes, very hungry!|A: ¿Tienes hambre? B: ¡Sí, mucha hambre!",Languages & Communication - Spanish Conversation
"A: Do you want pizza? B: Yes, please.|A: ¿Quieres pizza? B: Sí, por favor.",Languages & Communication - Spanish Conversation
A: How much is this? B: Ten euros.|A: ¿Cuánto cuesta esto? B: Diez euros.,Languages & Communication - Spanish Conversation
A: Where is the bathroom? B: Over there.|A: ¿Dónde está el baño? B: Allí.,Languages & Communication - Spanish Conversation
A: Can you help me? B: Of course.|A: ¿Puedes ayudarme? B: Claro.,Languages & Communication - Spanish Conversation
"A: Do you like music? B: Yes, very much.|A: ¿Te gusta la música? B: Sí, mucho.",Languages & Communication - Spanish Conversation
A: What is your favorite color? B: My favorite color is blue.|A: ¿Cuál es tu color favorito? B: Mi color favorito es azul.,Languages & Communication - Spanish Conversation
A: What time is it? B: It’s three o’clock.|A: ¿Qué hora es? B: Son las tres.,Languages & Communication - Spanish Conversation
A: Are you tired? B: A little.|A: ¿Estás cansado? B: Un poco.,Languages & Communication - Spanish Conversation
"A: Do you like coffee? B: No, I prefer tea.|A: ¿Te gusta el café? B: No, prefiero el té.",Languages & Communication - Spanish Conversation
A: Where are we going? B: To the park.|A: ¿Adónde vamos? B: Al parque.,Languages & Communication - Spanish Conversation
A: What day is today? B: Today is Monday.|A: ¿Qué día es hoy? B: Hoy es lunes.,Languages & Communication - Spanish Conversation
"A: Are you married? B: No, I’m single.|A: ¿Estás casado? B: No, estoy soltero.",Languages & Communication - Spanish Conversation
"A: Do you drive? B: Yes, I have a car.|A: ¿Conduces? B: Sí, tengo un coche.",Languages & Communication - Spanish Conversation
A: What’s your phone number? B: It’s 123-456.|A: ¿Cuál es tu número de teléfono? B: Es 123-456.,Languages & Communication - Spanish Conversation
"A: Can I call you? B: Yes, anytime.|A: ¿Puedo llamarte? B: Sí, cuando quieras.",Languages & Communication - Spanish Conversation
"A: Do you like movies? B: Yes, I love comedies.|A: ¿Te gustan las películas? B: Sí, me encantan las comedias.",Languages & Communication - Spanish Conversation
"A: Do you like to travel? B: Yes, a lot.|A: ¿Te gusta viajar? B: Sí, mucho.",Languages & Communication - Spanish Conversation
"A: Have you been to Spain? B: Yes, once.|A: ¿Has estado en España? B: Sí, una vez.",Languages & Communication - Spanish Conversation
"A: Do you have pets? B: Yes, a dog.|A: ¿Tienes mascotas? B: Sí, un perro.",Languages & Communication - Spanish Conversation
A: What’s your dog’s name? B: Max.|A: ¿Cómo se llama tu perro? B: Max.,Languages & Communication - Spanish Conversation
"A: Are you cold? B: Yes, very cold.|A: ¿Tienes frío? B: Sí, mucho frío.",Languages & Communication - Spanish Conversation
"A: Are you hot? B: Yes, it’s very hot today.|A: ¿Tienes calor? B: Sí, hace mucho calor hoy.",Languages & Communication - Spanish Conversation
"A: Can I help you? B: Yes, please.|A: ¿Puedo ayudarte? B: Sí, por favor.",Languages & Communication - Spanish Conversation
A: Where do you work? B: I work in a bank.|A: ¿Dónde trabajas? B: Trabajo en un banco.,Languages & Communication - Spanish Conversation
"A: Do you like your job? B: Yes, I do.|A: ¿Te gusta tu trabajo? B: Sí, me gusta.",Languages & Communication - Spanish Conversation
A: Do you speak Spanish? B: A little bit.|A: ¿Hablas español? B: Un poquito.,Languages & Communication - Spanish Conversation
A: What do you want to eat? B: I want pasta.|A: ¿Qué quieres comer? B: Quiero pasta.,Languages & Communication - Spanish Conversation
"A: Are you ready? B: Yes, I’m ready.|A: ¿Estás listo? B: Sí, estoy listo.",Languages & Communication - Spanish Conversation
"A: What’s wrong? B: Nothing, I’m fine.|A: ¿Qué pasa? B: Nada, estoy bien.",Languages & Communication - Spanish Conversation
"A: Do you have money? B: Yes, I have some.|A: ¿Tienes dinero? B: Sí, tengo algo.",Languages & Communication - Spanish Conversation
"A: Do you like reading? B: Yes, I like novels.|A: ¿Te gusta leer? B: Sí, me gustan las novelas.",Languages & Communication - Spanish Conversation
"A: Can you swim? B: Yes, very well.|A: ¿Sabes nadar? B: Sí, muy bien.",Languages & Communication - Spanish Conversation
"A: Do you play an instrument? B: Yes, the guitar.|A: ¿Tocas un instrumento? B: Sí, la guitarra.",Languages & Communication - Spanish Conversation
"A: Do you have a friend here? B: Yes, many.|A: ¿Tienes un amigo aquí? B: Sí, muchos.",Languages & Communication - Spanish Conversation
A: Are you busy? B: Not now.|A: ¿Estás ocupado? B: No ahora.,Languages & Communication - Spanish Conversation
"A: Do you like dancing? B: Yes, very much.|A: ¿Te gusta bailar? B: Sí, mucho.",Languages & Communication - Spanish Conversation
A: What’s your favorite food? B: Pizza.|A: ¿Cuál es tu comida favorita? B: La pizza.,Languages & Communication - Spanish Conversation
Hello|Hola,Languages & Communication - Spanish Phrases
Good morning|Buenos días,Languages & Communication - Spanish Phrases
Good afternoon|Buenas tardes,Languages & Communication - Spanish Phrases
Good evening|Buenas noches,Languages & Communication - Spanish Phrases
Good night|Buenas noches,Languages & Communication - Spanish Phrases
How are you?|¿Cómo estás?,Languages & Communication - Spanish Phrases
"I’m fine, thank you.|Estoy bien, gracias.",Languages & Communication - Spanish Phrases
What is your name?|¿Cómo te llamas?,Languages & Communication - Spanish Phrases
My name is…|Me llamo…,Languages & Communication - Spanish Phrases
Nice to meet you|Mucho gusto,Languages & Communication - Spanish Phrases
Please|Por favor,Languages & Communication - Spanish Phrases
Thank you|Gracias,Languages & Communication - Spanish Phrases
You’re welcome|De nada,Languages & Communication - Spanish Phrases
Excuse me|Perdón / Disculpe,Languages & Communication - Spanish Phrases
I’m sorry|Lo siento,Languages & Communication - Spanish Phrases
Yes|Sí,Languages & Communication - Spanish Phrases
No|No,Languages & Communication - Spanish Phrases
Maybe|Tal vez,Languages & Communication - Spanish Phrases
I don’t understand|No entiendo,Languages & Communication - Spanish Phrases
Do you speak English?|¿Hablas inglés?,Languages & Communication - Spanish Phrases
I speak a little Spanish|Hablo un poco de español,Languages & Communication - Spanish Phrases
Can you help me?|¿Puedes ayudarme?,Languages & Communication - Spanish Phrases
Where is the bathroom?|¿Dónde está el baño?,Languages & Communication - Spanish Phrases
How much does it cost?|¿Cuánto cuesta?,Languages & Communication - Spanish Phrases
I would like…|Me gustaría…,Languages & Communication - Spanish Phrases
I need…|Necesito…,Languages & Communication - Spanish Phrases
Water|Agua,Languages & Communication - Spanish Phrases
Food|Comida,Languages & Communication - Spanish Phrases
Coffee|Café,Languages & Communication - Spanish Phrases
Tea|Té,Languages & Communication - Spanish Phrases
Beer|Cerveza,Languages & Communication - Spanish Phrases
Wine|Vino,Languages & Communication - Spanish Phrases
Breakfast|Desayuno,Languages & Communication - Spanish Phrases
Lunch|Almuerzo,Languages & Communication - Spanish Phrases
Dinner|Cena,Languages & Communication - Spanish Phrases
"A table for two, please|Una mesa para dos, por favor",Languages & Communication - Spanish Phrases
"The check, please|La cuenta, por favor",Languages & Communication - Spanish Phrases
Delicious!|¡Delicioso!,Languages & Communication - Spanish Phrases
I’m hungry|Tengo hambre,Languages & Communication - Spanish Phrases
I’m thirsty|Tengo sed,Languages & Communication - Spanish Phrases
I’m tired|Estoy cansado/a,Languages & Communication - Spanish Phrases
I’m sick|Estoy enfermo/a,Languages & Communication - Spanish Phrases
I need a doctor|Necesito un médico,Languages & Communication - Spanish Phrases
Call the police|Llama a la policía,Languages & Communication - Spanish Phrases
Call an ambulance|Llama a una ambulancia,Languages & Communication - Spanish Phrases
Where are you from?|¿De dónde eres?,Languages & Communication - Spanish Phrases
I’m from the United States|Soy de Estados Unidos,Languages & Communication - Spanish Phrases
I live in…|Vivo en…,Languages & Communication - Spanish Phrases
Do you like it?|¿Te gusta?,Languages & Communication - Spanish Phrases
I like it|Me gusta,Languages & Communication - Spanish Phrases
I don’t like it|No me gusta,Languages & Communication - Spanish Phrases
What time is it?|¿Qué hora es?,Languages & Communication - Spanish Phrases
Today|Hoy,Languages & Communication - Spanish Phrases
Tomorrow|Mañana,Languages & Communication - Spanish Phrases
Yesterday|Ayer,Languages & Communication - Spanish Phrases
Week|Semana,Languages & Communication - Spanish Phrases
Month|Mes,Languages & Communication - Spanish Phrases
Year|Año,Languages & Communication - Spanish Phrases
Monday|Lunes,Languages & Communication - Spanish Phrases
Tuesday|Martes,Languages & Communication - Spanish Phrases
Wednesday|Miércoles,Languages & Communication - Spanish Phrases
Thursday|Jueves,Languages & Communication - Spanish Phrases
Friday|Viernes,Languages & Communication - Spanish Phrases
Saturday|Sábado,Languages & Communication - Spanish Phrases
Sunday|Domingo,Languages & Communication - Spanish Phrases
Morning|Mañana,Languages & Communication - Spanish Phrases
Afternoon|Tarde,Languages & Communication - Spanish Phrases
Night|Noche,Languages & Communication - Spanish Phrases
Where is…?|¿Dónde está…?,Languages & Communication - Spanish Phrases
Left|Izquierda,Languages & Communication - Spanish Phrases
Right|Derecha,Languages & Communication - Spanish Phrases
Straight ahead|Derecho,Languages & Communication - Spanish Phrases
Near|Cerca,Languages & Communication - Spanish Phrases
Far|Lejos,Languages & Communication - Spanish Phrases
Airport|Aeropuerto,Languages & Communication - Spanish Phrases
Train station|Estación de tren,Languages & Communication - Spanish Phrases
Bus stop|Parada de autobús,Languages & Communication - Spanish Phrases
Hotel|Hotel,Languages & Communication - Spanish Phrases
Room|Habitación,Languages & Communication - Spanish Phrases
Beach|Playa,Languages & Communication - Spanish Phrases
Mountain|Montaña,Languages & Communication - Spanish Phrases
City|Ciudad,Languages & Communication - Spanish Phrases
Country|País,Languages & Communication - Spanish Phrases
Street|Calle,Languages & Communication - Spanish Phrases
Number|Número,Languages & Communication - Spanish Phrases
Open|Abierto,Languages & Communication - Spanish Phrases
Closed|Cerrado,Languages & Communication - Spanish Phrases
Entrance|Entrada,Languages & Communication - Spanish Phrases
Exit|Salida,Languages & Communication - Spanish Phrases
Help!|¡Ayuda!,Languages & Communication - Spanish Phrases
Stop!|¡Alto!,Languages & Communication - Spanish Phrases
Fire!|¡Fuego!,Languages & Communication - Spanish Phrases
Careful!|¡Cuidado!,Languages & Communication - Spanish Phrases
Congratulations!|¡Felicidades!,Languages & Communication - Spanish Phrases
Happy birthday|Feliz cumpleaños,Languages & Communication - Spanish Phrases
Merry Christmas|Feliz Navidad,Languages & Communication - Spanish Phrases
Happy New Year|Feliz Año Nuevo,Languages & Communication - Spanish Phrases
Good luck|Buena suerte,Languages & Communication - Spanish Phrases
Cheers!|¡Salud!,Languages & Communication - Spanish Phrases
Welcome|Bienvenido/a,Languages & Communication - Spanish Phrases
Goodbye|Adiós,Languages & Communication - Spanish Phrases
See you later|Hasta luego,Languages & Communication - Spanish Phrases
See you tomorrow|Hasta mañana,Languages & Communication - Spanish Phrases
Take care|Cuídate,Languages & Communication - Spanish Phrases
What’s happening?|¿Qué pasa?,Languages & Communication - Spanish Phrases
Nothing much|Nada,Languages & Communication - Spanish Phrases
What do you want?|¿Qué quieres?,Languages & Communication - Spanish Phrases
I want this|Quiero esto,Languages & Communication - Spanish Phrases
I don’t want that|No quiero eso,Languages & Communication - Spanish Phrases
How old are you?|¿Cuántos años tienes?,Languages & Communication - Spanish Phrases
I am 30 years old|Tengo 30 años,Languages & Communication - Spanish Phrases
Where do you live?|¿Dónde vives?,Languages & Communication - Spanish Phrases
What do you do?|¿A qué te dedicas?,Languages & Communication - Spanish Phrases
I work in…|Trabajo en…,Languages & Communication - Spanish Phrases
I’m a student|Soy estudiante,Languages & Communication - Spanish Phrases
Can I ask you a question?|¿Puedo hacerte una pregunta?,Languages & Communication - Spanish Phrases
What does this mean?|¿Qué significa esto?,Languages & Communication - Spanish Phrases
Can you repeat that?|¿Puedes repetir eso?,Languages & Communication - Spanish Phrases
Can you write it down?|¿Puedes escribirlo?,Languages & Communication - Spanish Phrases
"Slower, please|Más despacio, por favor",Languages & Communication - Spanish Phrases
Do you understand?|¿Entiendes?,Languages & Communication - Spanish Phrases
I understand|Entiendo,Languages & Communication - Spanish Phrases
I don’t know|No sé,Languages & Communication - Spanish Phrases
Maybe later|Quizás más tarde,Languages & Communication - Spanish Phrases
What do you like to do?|¿Qué te gusta hacer?,Languages & Communication - Spanish Phrases
I like reading|Me gusta leer,Languages & Communication - Spanish Phrases
I like music|Me gusta la música,Languages & Communication - Spanish Phrases
I like traveling|Me gusta viajar,Languages & Communication - Spanish Phrases
I love you|Te quiero / Te amo,Languages & Communication - Spanish Phrases
I miss you|Te extraño,Languages & Communication - Spanish Phrases
I need you|Te necesito,Languages & Communication - Spanish Phrases
Be quiet|Silencio,Languages & Communication - Spanish Phrases
Sit down|Siéntate,Languages & Communication - Spanish Phrases
Stand up|Levántate,Languages & Communication - Spanish Phrases
Let’s go|Vamos,Languages & Communication - Spanish Phrases
Hurry up!|¡Date prisa!,Languages & Communication - Spanish Phrases
Wait a moment|Espera un momento,Languages & Communication - Spanish Phrases
What’s wrong?|¿Qué pasa?,Languages & Communication - Spanish Phrases
I’m happy|Estoy feliz,Languages & Communication - Spanish Phrases
I’m sad|Estoy triste,Languages & Communication - Spanish Phrases
I’m angry|Estoy enojado/a,Languages & Communication - Spanish Phrases
I’m afraid|Tengo miedo,Languages & Communication - Spanish Phrases
I’m cold|Tengo frío,Languages & Communication - Spanish Phrases
I’m hot|Tengo calor,Languages & Communication - Spanish Phrases
Where are we?|¿Dónde estamos?,Languages & Communication - Spanish Phrases
What is this place?|¿Qué lugar es este?,Languages & Communication - Spanish Phrases
Can I take a photo?|¿Puedo tomar una foto?,Languages & Communication - Spanish Phrases
How far is it?|¿Qué tan lejos está?,Languages & Communication - Spanish Phrases
What’s your favorite food?|¿Cuál es tu comida favorita?,Languages & Communication - Spanish Phrases
My favorite food is pizza|Mi comida favorita es la pizza,Languages & Communication - Spanish Phrases
Zero was independently invented in ancient India and by the Maya.,Mathematics & Logic - Mathematics
"The word “mathematics” comes from the Greek mathema, meaning “knowledge.”",Mathematics & Logic - Mathematics
The number π (pi) has been calculated to over 100 trillion digits.,Mathematics & Logic - Mathematics
Prime numbers are numbers divisible only by 1 and themselves.,Mathematics & Logic - Mathematics
The ancient Babylonians used base-60 (sexagesimal) mathematics.,Mathematics & Logic - Mathematics
"The Fibonacci sequence appears in sunflowers, pinecones, and shells.",Mathematics & Logic - Mathematics
Negative numbers were first used in China around 200 BCE.,Mathematics & Logic - Mathematics
The equal sign (=) was invented in 1557 by Robert Recorde.,Mathematics & Logic - Mathematics
The Pythagorean theorem was known to Babylonians before Pythagoras.,Mathematics & Logic - Mathematics
“Imaginary numbers” involve the square root of negative numbers.,Mathematics & Logic - Mathematics
"Euler’s identity, eiπ + 1 = 0, is called the most beautiful equation.",Mathematics & Logic - Mathematics
The number googol is 1 followed by 100 zeros.,Mathematics & Logic - Mathematics
"The Golden Ratio (φ ≈ 1.618) appears in art, architecture, and nature.",Mathematics & Logic - Mathematics
There are infinitely many prime numbers.,Mathematics & Logic - Mathematics
Roman numerals have no symbol for zero.,Mathematics & Logic - Mathematics
The symbol ∞ for infinity was introduced in 1655 by John Wallis.,Mathematics & Logic - Mathematics
Magic squares date back to ancient China.,Mathematics & Logic - Mathematics
"The binary system uses only 0 and 1, the basis of computers.",Mathematics & Logic - Mathematics
Leonhard Euler wrote over 800 papers in his lifetime.,Mathematics & Logic - Mathematics
The number e (≈ 2.718) is the base of natural logarithms.,Mathematics & Logic - Mathematics
The Collatz conjecture is an unsolved problem about sequences of numbers.,Mathematics & Logic - Mathematics
"Perfect numbers are equal to the sum of their divisors (e.g., 28).",Mathematics & Logic - Mathematics
The ancient Egyptians used fractions but had no symbol for decimals.,Mathematics & Logic - Mathematics
The number 7 is often considered lucky across cultures.,Mathematics & Logic - Mathematics
Negative zero exists in some computer systems.,Mathematics & Logic - Mathematics
Euclid’s Elements is one of the most influential math texts ever written.,Mathematics & Logic - Mathematics
The Riemann Hypothesis is one of the greatest unsolved problems.,Mathematics & Logic - Mathematics
“Pi Day” is celebrated on March 14 (3/14).,Mathematics & Logic - Mathematics
The Mayans used a base-20 number system.,Mathematics & Logic - Mathematics
Algebra comes from the Arabic word al-jabr.,Mathematics & Logic - Mathematics
A palindrome number reads the same backward and forward.,Mathematics & Logic - Mathematics
The term “algorithm” comes from the Persian mathematician al-Khwarizmi.,Mathematics & Logic - Mathematics
The number 0.999… is exactly equal to 1.,Mathematics & Logic - Mathematics
Pascal’s Triangle describes binomial coefficients.,Mathematics & Logic - Mathematics
The Mobius strip has only one side.,Mathematics & Logic - Mathematics
“Unicorn numbers” refer to very rare primes.,Mathematics & Logic - Mathematics
The sum of angles in a triangle is 180° in Euclidean geometry.,Mathematics & Logic - Mathematics
Modular arithmetic is used in cryptography.,Mathematics & Logic - Mathematics
The Mandelbrot set is a famous fractal pattern.,Mathematics & Logic - Mathematics
"Transcendental numbers, like π and e, are not roots of any polynomial.",Mathematics & Logic - Mathematics
"A googolplex is 10^(10^100), far larger than the number of atoms in the universe.",Mathematics & Logic - Mathematics
Kurt Gödel proved the incompleteness theorems in the 1930s.,Mathematics & Logic - Mathematics
"Hexagons are the most efficient shape for tiling space, as seen in honeycombs.",Mathematics & Logic - Mathematics
"A perfect cube has equal length, width, and height.",Mathematics & Logic - Mathematics
Calculus was developed independently by Newton and Leibniz.,Mathematics & Logic - Mathematics
Graham’s number is so large it can’t be written with standard notation.,Mathematics & Logic - Mathematics
Probability theory originated with studies of gambling.,Mathematics & Logic - Mathematics
The four-color theorem states that any map can be colored with 4 colors.,Mathematics & Logic - Mathematics
"Pi is irrational, meaning it cannot be expressed as a fraction.",Mathematics & Logic - Mathematics
"The abacus was used in Mesopotamia over 4,000 years ago.",Mathematics & Logic - Mathematics
Triangular numbers form triangle patterns with dots.,Mathematics & Logic - Mathematics
"The number 1729 is called the Hardy–Ramanujan number, the smallest “taxicab number.”",Mathematics & Logic - Mathematics
Chaos theory shows how small changes can lead to big differences.,Mathematics & Logic - Mathematics
The RSA algorithm secures most online banking.,Mathematics & Logic - Mathematics
Zero is neither positive nor negative.,Mathematics & Logic - Mathematics
A Klein bottle is a 4D surface with no inside or outside.,Mathematics & Logic - Mathematics
Turing machines laid the foundation of modern computer science.,Mathematics & Logic - Mathematics
Prime numbers are used in encryption.,Mathematics & Logic - Mathematics
Infinity comes in different sizes (countable vs. uncountable).,Mathematics & Logic - Mathematics
Cantor proved there are more real numbers than integers.,Mathematics & Logic - Mathematics
"Pi appears in formulas for circles, waves, and probability.",Mathematics & Logic - Mathematics
The word “geometry” means “earth measurement.”,Mathematics & Logic - Mathematics
Fermat’s Last Theorem was unsolved for 350 years until Andrew Wiles proved it in 1994.,Mathematics & Logic - Mathematics
The square root of 2 is irrational.,Mathematics & Logic - Mathematics
The number 666 is known as the “number of the beast.”,Mathematics & Logic - Mathematics
Roman numerals are still used on clocks.,Mathematics & Logic - Mathematics
Trigonometry studies relationships between angles and sides.,Mathematics & Logic - Mathematics
"Ancient Greeks used pebbles for counting, called “calculi.”",Mathematics & Logic - Mathematics
“Pi approximation day” is July 22 (22/7).,Mathematics & Logic - Mathematics
Complex numbers combine real and imaginary parts.,Mathematics & Logic - Mathematics
The number 1 is not prime.,Mathematics & Logic - Mathematics
Archimedes discovered formulas for the area of a circle and volume of spheres.,Mathematics & Logic - Mathematics
Probability was used by Pascal and Fermat in 1654.,Mathematics & Logic - Mathematics
The Koch snowflake is an infinitely detailed fractal.,Mathematics & Logic - Mathematics
Euler invented graph theory with the Seven Bridges of Königsberg problem.,Mathematics & Logic - Mathematics
The term “factorial” (!) multiplies all numbers from 1 to n.,Mathematics & Logic - Mathematics
Fibonacci introduced Arabic numerals to Europe.,Mathematics & Logic - Mathematics
The number 13 is often considered unlucky.,Mathematics & Logic - Mathematics
A “perfect square” is the product of an integer multiplied by itself.,Mathematics & Logic - Mathematics
Zeno’s paradoxes explored infinite division.,Mathematics & Logic - Mathematics
Venn diagrams show set relationships.,Mathematics & Logic - Mathematics
The Pythagorean theorem states a² + b² = c².,Mathematics & Logic - Mathematics
The number i = √(-1).,Mathematics & Logic - Mathematics
Decimal fractions were introduced to Europe in the 16th century.,Mathematics & Logic - Mathematics
The number 2 is the only even prime.,Mathematics & Logic - Mathematics
"Statistics is used in medicine, sports, and politics.",Mathematics & Logic - Mathematics
Hilbert’s problems guided 20th-century mathematics.,Mathematics & Logic - Mathematics
Sudoku puzzles are based on Latin squares.,Mathematics & Logic - Mathematics
Euler invented the notation f(x) for functions.,Mathematics & Logic - Mathematics
The golden spiral appears in nautilus shells.,Mathematics & Logic - Mathematics
Computers use binary math for all operations.,Mathematics & Logic - Mathematics
Number 73 is called “the best number” in pop culture (Sheldon Cooper).,Mathematics & Logic - Mathematics
Infinity minus infinity is undefined.,Mathematics & Logic - Mathematics
Ancient Egyptians used geometry to survey land after Nile floods.,Mathematics & Logic - Mathematics
The Sieve of Eratosthenes finds prime numbers.,Mathematics & Logic - Mathematics
Symmetry is central to algebra and physics.,Mathematics & Logic - Mathematics
The abacus is still used in some schools today.,Mathematics & Logic - Mathematics
The square root of -1 was once called “impossible.”,Mathematics & Logic - Mathematics
Probability underlies insurance industries.,Mathematics & Logic - Mathematics
The word “calculus” means “small stone.”,Mathematics & Logic - Mathematics
The Four Horsemen solved the classification of finite groups.,Mathematics & Logic - Mathematics
Algebra was systematized by al-Khwarizmi.,Mathematics & Logic - Mathematics
There are infinitely many irrational numbers.,Mathematics & Logic - Mathematics
A circle has 360 degrees because of Babylonian base-60 math.,Mathematics & Logic - Mathematics
The Gaussian distribution is also called the normal curve.,Mathematics & Logic - Mathematics
The word “sine” comes from the Latin sinus.,Mathematics & Logic - Mathematics
Boolean algebra underpins digital logic.,Mathematics & Logic - Mathematics
"Roman numerals use letters I, V, X, L, C, D, M.",Mathematics & Logic - Mathematics
Cantor developed set theory.,Mathematics & Logic - Mathematics
Pi has no repeating pattern.,Mathematics & Logic - Mathematics
The number 9 is magical in multiplication tables.,Mathematics & Logic - Mathematics
Statistics is the science of collecting and interpreting data.,Mathematics & Logic - Mathematics
Gödel showed no system of math can prove all truths.,Mathematics & Logic - Mathematics
The word “algebra” means “reunion of broken parts.”,Mathematics & Logic - Mathematics
Newton used calculus to describe gravity.,Mathematics & Logic - Mathematics
Random numbers drive computer simulations.,Mathematics & Logic - Mathematics
Infinity has practical uses in calculus.,Mathematics & Logic - Mathematics
A sphere has the smallest surface area for a given volume.,Mathematics & Logic - Mathematics
Tiling with pentagons was only solved in 2015.,Mathematics & Logic - Mathematics
Math is the universal language of science.,Mathematics & Logic - Mathematics
Euler proved e is irrational.,Mathematics & Logic - Mathematics
The Greeks used abaci made of sand.,Mathematics & Logic - Mathematics
The Klein bottle cannot exist in 3D space.,Mathematics & Logic - Mathematics
Some numbers are happy or unhappy based on digit sums.,Mathematics & Logic - Mathematics
"The prime number 2,147,483,647 was the largest known in 1772.",Mathematics & Logic - Mathematics
Fermat wrote his last theorem in the margin of a book.,Mathematics & Logic - Mathematics
Hyperbolic geometry allows triangles with angles summing less than 180°.,Mathematics & Logic - Mathematics
Math was used to build pyramids with precise alignments.,Mathematics & Logic - Mathematics
The sum of numbers 1 to 100 is 5050 (Gauss).,Mathematics & Logic - Mathematics
"π appears in probability, not just circles.",Mathematics & Logic - Mathematics
Roman abaci used grooves and pebbles.,Mathematics & Logic - Mathematics
A factorial grows faster than exponential functions.,Mathematics & Logic - Mathematics
The prime gap problem is unsolved.,Mathematics & Logic - Mathematics
The number 0 is a placeholder symbol.,Mathematics & Logic - Mathematics
Imaginary numbers became essential in engineering.,Mathematics & Logic - Mathematics
Negative numbers were once thought impossible.,Mathematics & Logic - Mathematics
Hilbert’s Hotel shows infinity paradoxes.,Mathematics & Logic - Mathematics
Symmetry explains crystal patterns.,Mathematics & Logic - Mathematics
Math underpins modern AI and cryptography.,Mathematics & Logic - Mathematics
Euler discovered many formulas in topology.,Mathematics & Logic - Mathematics
The number 1 is a multiplicative identity.,Mathematics & Logic - Mathematics
Infinity plus any finite number is infinity.,Mathematics & Logic - Mathematics
A parabola is the curve of a thrown ball.,Mathematics & Logic - Mathematics
Complex numbers help describe waves.,Mathematics & Logic - Mathematics
The Greeks proved there are irrational numbers.,Mathematics & Logic - Mathematics
A square is both a rectangle and a rhombus.,Mathematics & Logic - Mathematics
Pi is used in Einstein’s relativity equations.,Mathematics & Logic - Mathematics
Imaginary numbers are used in quantum mechanics.,Mathematics & Logic - Mathematics
Probability was used in predicting epidemics.,Mathematics & Logic - Mathematics
Mathematics continues to grow with unsolved problems today.,Mathematics & Logic - Mathematics
Multiply by 10 by adding a zero. Example: 54 × 10 = 540,Mathematics & Logic - Mental Math
